team,seconds_left,advantage,disadvantage
IND,0,6,4
IND,5,2,0
IND,10,6,3
IND,15,3,3
IND,20,3,2
IND,25,1,1
IND,30,1,5
IND,35,4,1
IND,40,0,2
IND,45,1,0
IND,50,1,1
IND,55,2,2
IND,60,2,2
IND,65,3,1
IND,70,1,1
IND,75,2,1
IND,80,2,2
IND,85,1,0
IND,90,1,1
IND,95,2,1
IND,100,2,4
IND,105,1,1
IND,110,0,2
IND,115,1,1
IND,120,0,0
