team,seconds_left,advantage,disadvantage
TOR,0,5,0
TOR,5,0,3
TOR,10,2,4
TOR,15,4,4
TOR,20,3,4
TOR,25,1,0
TOR,30,3,4
TOR,35,2,2
TOR,40,2,1
TOR,45,1,3
TOR,50,2,1
TOR,55,2,2
TOR,60,2,1
TOR,65,1,2
TOR,70,2,2
TOR,75,0,3
TOR,80,5,3
TOR,85,1,3
TOR,90,1,1
TOR,95,3,4
TOR,100,1,4
TOR,105,0,2
TOR,110,4,3
TOR,115,0,1
TOR,120,0,1
