team,seconds_left,advantage,disadvantage
SAS,0,6,1
SAS,5,4,1
SAS,10,2,5
SAS,15,0,3
SAS,20,3,1
SAS,25,0,2
SAS,30,1,1
SAS,35,2,1
SAS,40,0,1
SAS,45,1,0
SAS,50,1,1
SAS,55,0,5
SAS,60,1,1
SAS,65,2,1
SAS,70,2,1
SAS,75,0,2
SAS,80,1,1
SAS,85,1,2
SAS,90,0,1
SAS,95,0,1
SAS,100,1,2
SAS,105,1,2
SAS,110,2,2
SAS,115,1,0
SAS,120,0,0
