team,seconds_left,advantage,disadvantage
CLE,0,2,5
CLE,5,3,4
CLE,10,0,1
CLE,15,5,1
CLE,20,5,0
CLE,25,0,0
CLE,30,2,0
CLE,35,2,0
CLE,40,6,1
CLE,45,1,1
CLE,50,2,1
CLE,55,1,3
CLE,60,4,2
CLE,65,0,2
CLE,70,1,0
CLE,75,1,0
CLE,80,3,1
CLE,85,3,1
CLE,90,2,4
CLE,95,2,2
CLE,100,1,1
CLE,105,0,0
CLE,110,2,2
CLE,115,1,0
CLE,120,0,0
