team,seconds_left,advantage,disadvantage
LAL,0,1,2
LAL,5,2,0
LAL,10,0,4
LAL,15,3,1
LAL,20,1,5
LAL,25,2,1
LAL,30,3,0
LAL,35,1,1
LAL,40,2,0
LAL,45,1,2
LAL,50,1,1
LAL,55,1,1
LAL,60,1,0
LAL,65,0,3
LAL,70,1,1
LAL,75,0,0
LAL,80,2,0
LAL,85,2,1
LAL,90,2,1
LAL,95,2,0
LAL,100,1,1
LAL,105,0,1
LAL,110,0,0
LAL,115,1,1
LAL,120,0,1
