team,seconds_left,advantage,disadvantage
ATL,0,2,3
ATL,5,2,6
ATL,10,8,3
ATL,15,2,2
ATL,20,1,1
ATL,25,2,2
ATL,30,1,2
ATL,35,1,2
ATL,40,5,2
ATL,45,2,3
ATL,50,4,2
ATL,55,2,4
ATL,60,2,0
ATL,65,1,4
ATL,70,2,1
ATL,75,0,3
ATL,80,2,0
ATL,85,3,3
ATL,90,2,2
ATL,95,0,1
ATL,100,0,2
ATL,105,3,2
ATL,110,3,2
ATL,115,1,2
ATL,120,0,0
