team,seconds_left,advantage,disadvantage
HOU,0,5,6
HOU,5,6,6
HOU,10,2,3
HOU,15,8,7
HOU,20,0,2
HOU,25,2,4
HOU,30,4,3
HOU,35,4,4
HOU,40,3,6
HOU,45,1,2
HOU,50,2,2
HOU,55,1,2
HOU,60,5,3
HOU,65,2,2
HOU,70,4,0
HOU,75,1,2
HOU,80,1,0
HOU,85,0,1
HOU,90,2,2
HOU,95,1,2
HOU,100,3,1
HOU,105,2,2
HOU,110,2,1
HOU,115,0,3
HOU,120,0,1
