team,seconds_left,advantage,disadvantage
MIA,0,1,2
MIA,5,3,2
MIA,10,2,4
MIA,15,2,4
MIA,20,3,1
MIA,25,0,1
MIA,30,2,5
MIA,35,0,2
MIA,40,0,0
MIA,45,2,3
MIA,50,2,0
MIA,55,0,0
MIA,60,2,2
MIA,65,2,0
MIA,70,4,0
MIA,75,1,2
MIA,80,2,3
MIA,85,1,1
MIA,90,2,2
MIA,95,1,3
MIA,100,3,2
MIA,105,1,4
MIA,110,3,4
MIA,115,1,2
MIA,120,0,1
