team,seconds_left,advantage,disadvantage
PHO,0,0,4
PHO,5,3,2
PHO,10,4,1
PHO,15,4,4
PHO,20,2,1
PHO,25,0,0
PHO,30,1,3
PHO,35,1,2
PHO,40,1,2
PHO,45,2,2
PHO,50,2,5
PHO,55,4,2
PHO,60,3,2
PHO,65,0,2
PHO,70,1,1
PHO,75,2,2
PHO,80,1,3
PHO,85,2,1
PHO,90,0,0
PHO,95,2,1
PHO,100,2,2
PHO,105,4,1
PHO,110,2,0
PHO,115,3,0
PHO,120,0,0
