team,seconds_left,advantage,disadvantage
DET,0,2,4
DET,5,4,5
DET,10,3,3
DET,15,0,5
DET,20,2,2
DET,25,3,1
DET,30,1,1
DET,35,1,2
DET,40,1,3
DET,45,1,1
DET,50,1,3
DET,55,0,2
DET,60,0,2
DET,65,0,2
DET,70,1,0
DET,75,0,1
DET,80,0,2
DET,85,3,0
DET,90,0,1
DET,95,2,1
DET,100,0,0
DET,105,1,1
DET,110,0,2
DET,115,0,1
DET,120,0,0
