team,seconds_left,advantage,disadvantage
MIN,0,3,1
MIN,5,1,4
MIN,10,1,0
MIN,15,2,2
MIN,20,3,2
MIN,25,1,1
MIN,30,4,2
MIN,35,2,4
MIN,40,2,2
MIN,45,4,3
MIN,50,3,2
MIN,55,0,2
MIN,60,3,2
MIN,65,1,0
MIN,70,2,0
MIN,75,3,2
MIN,80,1,3
MIN,85,1,4
MIN,90,3,1
MIN,95,2,3
MIN,100,1,1
MIN,105,2,2
MIN,110,1,3
MIN,115,3,0
MIN,120,0,0
