team,seconds_left,advantage,disadvantage
GSW,0,3,6
GSW,5,3,3
GSW,10,1,7
GSW,15,2,0
GSW,20,4,2
GSW,25,2,2
GSW,30,2,4
GSW,35,2,2
GSW,40,2,1
GSW,45,1,3
GSW,50,2,1
GSW,55,0,1
GSW,60,1,0
GSW,65,0,1
GSW,70,0,2
GSW,75,5,0
GSW,80,2,0
GSW,85,0,0
GSW,90,2,0
GSW,95,1,1
GSW,100,1,0
GSW,105,3,0
GSW,110,1,3
GSW,115,1,0
GSW,120,1,0
