team,seconds_left,advantage,disadvantage
MEM,0,3,4
MEM,5,7,5
MEM,10,2,3
MEM,15,1,3
MEM,20,3,1
MEM,25,1,3
MEM,30,2,5
MEM,35,2,2
MEM,40,0,1
MEM,45,4,0
MEM,50,3,0
MEM,55,2,0
MEM,60,1,4
MEM,65,3,0
MEM,70,1,4
MEM,75,2,3
MEM,80,0,1
MEM,85,3,3
MEM,90,3,2
MEM,95,1,4
MEM,100,1,2
MEM,105,3,2
MEM,110,2,1
MEM,115,0,2
MEM,120,0,0
