team,seconds_left,advantage,disadvantage
UTA,0,3,3
UTA,5,2,3
UTA,10,2,2
UTA,15,4,2
UTA,20,2,0
UTA,25,5,5
UTA,30,7,2
UTA,35,2,1
UTA,40,1,0
UTA,45,2,0
UTA,50,1,0
UTA,55,3,0
UTA,60,2,4
UTA,65,1,1
UTA,70,1,1
UTA,75,2,1
UTA,80,3,3
UTA,85,1,1
UTA,90,1,0
UTA,95,1,1
UTA,100,4,1
UTA,105,3,1
UTA,110,0,0
UTA,115,0,1
UTA,120,0,0
