team,seconds_left,advantage,disadvantage
OKC,0,2,1
OKC,5,4,3
OKC,10,3,4
OKC,15,0,3
OKC,20,0,1
OKC,25,2,4
OKC,30,1,2
OKC,35,0,2
OKC,40,4,6
OKC,45,3,1
OKC,50,3,2
OKC,55,2,1
OKC,60,2,2
OKC,65,0,1
OKC,70,1,3
OKC,75,1,3
OKC,80,3,1
OKC,85,0,0
OKC,90,3,1
OKC,95,3,2
OKC,100,1,2
OKC,105,0,2
OKC,110,3,2
OKC,115,1,2
OKC,120,0,1
