team,seconds_left,advantage,disadvantage
NYK,0,5,5
NYK,5,2,6
NYK,10,3,3
NYK,15,3,5
NYK,20,4,3
NYK,25,4,1
NYK,30,5,3
NYK,35,4,4
NYK,40,3,3
NYK,45,1,1
NYK,50,0,3
NYK,55,1,1
NYK,60,2,2
NYK,65,0,0
NYK,70,3,5
NYK,75,1,1
NYK,80,1,1
NYK,85,2,3
NYK,90,3,0
NYK,95,0,0
NYK,100,0,4
NYK,105,3,3
NYK,110,3,2
NYK,115,1,1
NYK,120,0,0
