team,seconds_left,advantage,disadvantage
CHI,0,0,5
CHI,5,2,1
CHI,10,4,2
CHI,15,0,2
CHI,20,5,2
CHI,25,4,1
CHI,30,6,0
CHI,35,3,2
CHI,40,0,4
CHI,45,2,1
CHI,50,2,2
CHI,55,4,2
CHI,60,2,1
CHI,65,4,3
CHI,70,0,2
CHI,75,1,2
CHI,80,1,2
CHI,85,1,2
CHI,90,2,3
CHI,95,3,2
CHI,100,1,1
CHI,105,2,1
CHI,110,1,2
CHI,115,1,3
CHI,120,0,0
