team,seconds_left,advantage,disadvantage
BKN,0,2,0
BKN,5,1,2
BKN,10,3,1
BKN,15,3,4
BKN,20,1,4
BKN,25,0,3
BKN,30,1,4
BKN,35,0,4
BKN,40,1,2
BKN,45,4,0
BKN,50,1,2
BKN,55,1,1
BKN,60,0,2
BKN,65,1,1
BKN,70,1,0
BKN,75,1,1
BKN,80,1,0
BKN,85,1,0
BKN,90,1,2
BKN,95,0,5
BKN,100,3,3
BKN,105,4,2
BKN,110,2,2
BKN,115,0,2
BKN,120,2,0
