team,seconds_left,advantage,disadvantage
DEN,0,0,0
DEN,5,2,2
DEN,10,1,2
DEN,15,2,2
DEN,20,2,8
DEN,25,2,3
DEN,30,3,4
DEN,35,2,1
DEN,40,2,2
DEN,45,2,4
DEN,50,0,0
DEN,55,1,1
DEN,60,1,2
DEN,65,1,1
DEN,70,1,1
DEN,75,3,0
DEN,80,3,1
DEN,85,2,1
DEN,90,2,2
DEN,95,4,1
DEN,100,2,0
DEN,105,1,1
DEN,110,0,0
DEN,115,2,0
DEN,120,0,0
