team,seconds_left,advantage,disadvantage
BOS,0,2,3
BOS,5,3,2
BOS,10,2,4
BOS,15,2,1
BOS,20,3,3
BOS,25,2,3
BOS,30,1,0
BOS,35,2,1
BOS,40,1,1
BOS,45,1,2
BOS,50,2,5
BOS,55,3,2
BOS,60,0,0
BOS,65,3,1
BOS,70,2,1
BOS,75,4,1
BOS,80,1,2
BOS,85,2,0
BOS,90,0,1
BOS,95,4,4
BOS,100,2,0
BOS,105,0,2
BOS,110,2,1
BOS,115,2,0
BOS,120,0,0
