team,seconds_left,advantage,disadvantage
MIL,0,1,1
MIL,5,3,1
MIL,10,4,2
MIL,15,3,0
MIL,20,3,2
MIL,25,0,1
MIL,30,4,3
MIL,35,0,0
MIL,40,1,2
MIL,45,2,3
MIL,50,1,1
MIL,55,2,0
MIL,60,0,5
MIL,65,2,0
MIL,70,0,2
MIL,75,0,0
MIL,80,0,2
MIL,85,1,3
MIL,90,2,3
MIL,95,1,0
MIL,100,3,0
MIL,105,1,0
MIL,110,1,1
MIL,115,2,0
MIL,120,1,0
